name,prompt,negative_prompt,category,weight,favorite
Staircase Down Dress Ride,"woman walking up stairs, camera hidden on landing looking down, wearing short dress riding up, unaware of observer, warm indoor lighting, dynamic angle, shadow play","low quality...",Standing,1,
Garden Hose Wet T-Shirt Cling,"woman holding hose watering plants, wearing wet t-shirt clinging to curves, hair tied back, unaware of camera, natural outdoor light, candid messy moment, water droplets on skin","low quality...",General,1,
Car Window Street Phone,"woman sitting in parked car looking at phone, wearing casual clothes, camera hidden on street outside, streetlights reflecting on glass, candid tired expression, rain streaks","low quality...",Sitting/Kneeling,1,
Door Peephole Hallway Robe,"woman standing by door looking through peephole, unaware of camera inside room, wearing robe over lingerie, soft hallway light, intimate moment of curiosity, candid hesitation","low quality...",Exposed/Teasing,1,
Window Reflection Rain Silk,"woman standing by window looking at rain, reflection showing her face clearly but body obscured by glass, wearing silk slip dress, moonlight casting shadows, intimate moment of melancholy","low quality...",Lighting/Environment,1,
Shower Steam Glass Hair Wash,"full body shot through frosted glass shower door, woman washing hair, steam obscuring details but outlining curves, water droplets on glass creating abstract patterns, soft warm light from inside","low quality...",Lighting/Environment,1,
Kitchen Sink Back Apron Dress,"woman washing dishes at sink, wearing apron over dress, back turned to camera hidden under counter, soft morning light, candid domestic scene, water dripping from hands","low quality...",Prone/Bending,1,
Fence Garden Overalls Unbuttoned,"woman gardening in backyard, wearing overalls unbuttoned slightly revealing lace bralette, camera hidden behind chain link fence, candid focused expression, natural outdoor light, soil on hands","low quality...",Standing,1,
Door Crack Bed Pajamas Phone,"woman sitting on edge of bed looking at phone, door slightly cracked revealing her profile, wearing pajamas, camera hidden in hallway, soft bedroom lighting, candid moment of distraction","low quality...",Sitting/Kneeling,1,
Balcony Sunset Silhouette Wind,"woman standing on balcony looking at city view, unaware of camera from inside apartment, wind blowing dress up to reveal legs, silhouette against dramatic sunset, candid moment of freedom","low quality...",Standing,1,
Office Glass Panel Desk Blouse,"woman working at desk in glass-walled office, door closed but panel revealing her profile, wearing blouse and skirt, focused expression, hidden camera angle from outside, fluorescent light","low quality...",Sitting/Kneeling,1,
Poolside Lounger Towel Slip,"woman napping on pool lounger, towel slipping off shoulder, sun hat tilted back, unaware of camera, water glistening on skin, peaceful afternoon light, candid relaxed pose","low quality...",Lying/Supine,1,
Garden Fence Overalls Unbuttoned,"woman gardening in backyard, wearing overalls unbuttoned slightly revealing lace bralette, camera hidden behind chain link fence, candid focused expression, natural outdoor light, soil on hands","low quality...",Standing,1,
Window Glass Stars Silk Slip,"woman standing by window looking at stars, reflection showing her face clearly but body obscured by glass, wearing silk slip dress, moonlight casting shadows, intimate moment of wonder","low quality...",Lighting/Environment,1,
Car Rearview Casual T-Shirt,"woman driving car unaware of camera in rearview mirror, wearing casual t-shirt and jeans, hands on wheel, focused expression, streetlights passing by outside, candid night drive atmosphere","low quality...",Sitting/Kneeling,1,
Locker Room Bench Sports Bra,"woman sitting on bench in locker room tying shoe, wearing sports bra and shorts, steam from shower visible, camera hidden behind lockers, candid tired expression, fluorescent light","low quality...",Sitting/Kneeling,1,
Cafe Street View Sweater Skirt,"woman sitting at cafe table looking out window, wearing sweater and skirt, coffee cup in hand, unaware of camera from street, soft indoor lighting, natural pose, rain on window","low quality...",Sitting/Kneeling,1,
Doorway Robe Lingerie Open Outside,"woman standing in doorway holding door open, wearing robe over lingerie, looking outside, camera hidden inside room, candid moment of hesitation, soft light, wind blowing hair","low quality...",Standing,1,
Sheer Curtain Lace Bra Panties,"woman standing behind sheer curtain, silhouette visible but details obscured, wearing lace bra and panties, camera hidden in room, soft diffused light, intimate mystery, wind blowing fabric","low quality...",Exposed/Teasing,1,
Mirror Makeup Silk Robe Open,"woman applying makeup in front of mirror, reflection showing her face clearly but body blurred, wearing silk robe open, camera hidden behind door, candid focused expression, vanity lights","low quality...",General,1,
Staircase Down Dress Ride Up,"woman walking up stairs, camera hidden on landing looking down, wearing short dress riding up, unaware of observer, warm indoor lighting, dynamic angle, shadow play","low quality...",Standing,1,
Garden Hose Wet T-Shirt Cling Curves,"woman holding hose watering plants, wearing wet t-shirt clinging to curves, hair tied back, unaware of camera, natural outdoor light, candid messy moment, water droplets on skin","low quality...",General,1,
Car Window Street Phone Casual,"woman sitting in parked car looking at phone, wearing casual clothes, camera hidden on street outside, streetlights reflecting on glass, candid tired expression, rain streaks","low quality...",Sitting/Kneeling,1,
Door Peephole Hallway Robe Lingerie,"woman standing by door looking through peephole, unaware of camera inside room, wearing robe over lingerie, soft hallway light, intimate moment of curiosity, candid hesitation","low quality...",Exposed/Teasing,1,
Window Reflection Rain Silk Slip,"woman standing by window looking at rain, reflection showing her face clearly but body obscured by glass, wearing silk slip dress, moonlight casting shadows, intimate moment of melancholy","low quality...",Lighting/Environment,1,
Shower Steam Glass Hair Wash Water,"full body shot through frosted glass shower door, woman washing hair, steam obscuring details but outlining curves, water droplets on glass creating abstract patterns, soft warm light from inside","low quality...",Lighting/Environment,1,
Kitchen Sink Back Apron Dress Water,"woman washing dishes at sink, wearing apron over dress, back turned to camera hidden under counter, soft morning light, candid domestic scene, water dripping from hands","low quality...",Prone/Bending,1,
Fence Garden Overalls Unbuttoned Slightly,"woman gardening in backyard, wearing overalls unbuttoned slightly revealing lace bralette, camera hidden behind chain link fence, candid focused expression, natural outdoor light, soil on hands","low quality...",Standing,1,
Door Crack Bed Pajamas Phone Screen,"woman sitting on edge of bed looking at phone, door slightly cracked revealing her profile, wearing pajamas, camera hidden in hallway, soft bedroom lighting, candid moment of distraction","low quality...",Sitting/Kneeling,1,
Balcony Sunset Silhouette Wind Dress,"woman standing on balcony looking at city view, unaware of camera from inside apartment, wind blowing dress up to reveal legs, silhouette against dramatic sunset, candid moment of freedom","low quality...",Standing,1,
Office Glass Panel Desk Blouse Skirt,"woman working at desk in glass-walled office, door closed but panel revealing her profile, wearing blouse and skirt, focused expression, hidden camera angle from outside, fluorescent light","low quality...",Sitting/Kneeling,1,
Poolside Lounger Towel Slip Shoulder,"woman napping on pool lounger, towel slipping off shoulder, sun hat tilted back, unaware of camera, water glistening on skin, peaceful afternoon light, candid relaxed pose","low quality...",Lying/Supine,1,
Garden Fence Overalls Unbuttoned Slightly,"woman gardening in backyard, wearing overalls unbuttoned slightly revealing lace bralette, camera hidden behind chain link fence, candid focused expression, natural outdoor light, soil on hands","low quality...",Standing,1,
Window Glass Stars Silk Slip Dress,"woman standing by window looking at stars, reflection showing her face clearly but body obscured by glass, wearing silk slip dress, moonlight casting shadows, intimate moment of wonder","low quality...",Lighting/Environment,1,
Car Rearview Casual T-Shirt Jeans,"woman driving car unaware of camera in rearview mirror, wearing casual t-shirt and jeans, hands on wheel, focused expression, streetlights passing by outside, candid night drive atmosphere","low quality...",Sitting/Kneeling,1,
