name,prompt,negative_prompt,category,weight,favorite
7220 | Clothing | Male/Active & Outdoor/Under Armour - Insulated Vest + Hiking Shorts,"Under Armour lightweight insulated vest with mapped baffles, practical pockets, and accurate chest logo, durable hiking shorts, trail runners, webbing belt, recognisable branded detailing, correct sole shape, realistic fabric weight, carefully matched colours","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Active & Outdoor,1.0,False
7221 | Subject | Animal / golden eagle — Clear Identity,"a golden eagle as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark",Subject/Animals / Birds of prey,1,
7222 | Character | Anime Character/Power,"Power, Chainsaw Man character, blonde hair, horns, sharp teeth, chaotic confident pose, recognizable anime character reference","low quality, blurry, bad anatomy, extra fingers, missing fingers, deformed face, wrong outfit, wrong colors, generic face, unrecognizable character, text artifacts, watermark, logo artifacts",Character/Character,1,
7223 | Clothing | Male/Streetwear/Supreme - Varsity Jacket + Double Knee Pants,"Supreme varsity jacket with leather-look sleeves, chenille patches, and striped ribbing, double-knee work pants, skate shoes, webbing belt, recognisable branded detailing, correct sole shape, realistic fabric weight, carefully matched colours","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Streetwear,1.0,False
7224 | Pose | Lifestyle/Museum Study - Direct Gaze,"standing close to an artwork with hands clasped behind the back, chin level, direct gaze into camera, calm facial control","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Lifestyle,1.0,False
7225 | Pose | Reclining/Side Lying Curled - Quiet Stillness,"lying on one side in a gentle curled position, knees drawn slightly inward, minimal movement, jaw relaxed, body weight evenly distributed","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Reclining,1.0,False
7226 | Location | Space & Speculative/Observation Dome - Dawn,"inside a transparent observation dome with curved structural ribs, seating ring and a vast planet outside, at dawn with cool first light, quiet surroundings and long soft shadows","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Space & Speculative,1.0,False
7227 | Clothing | Female/Hair Styles/Half-Up Half-Down Waves + American workwear chore jacket over a henley,"half-up half-down waves, American workwear chore jacket over a henley, carpenter jeans and sturdy lace-up boots, olive, tan and dark brown palette, practical textured materials, realistic individual hair strands, clean hairline, coherent garment construction, believable fabric weight, refined layering, balanced accessories, polished contemporary styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, watermark, low detail, blur",Clothing/Female/Hair Styles,1.0,False
7228 | Clothing | Female/Active & Outdoor/Nike - Technical Shell + Bike Shorts,"Nike weatherproof technical shell with taped seams, waterproof zips, and adjustable hood, compression bike shorts, training shoes, minimal gym pouch, recognisable branded detailing, correct sole shape, realistic fabric weight, carefully matched colours","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Active & Outdoor,1.0,False
7229 | Location | Switzerland/Zürich Old Town - Late Afternoon,"Zürich Old Town, narrow lanes, pastel guild houses, church towers, Limmat River bridges, in late afternoon, warm light grazing stonework, long shadows across paving","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/Switzerland,1.0,False
7230 | Character | Character/Star Wars/Darth Maul,"Darth Maul, Star Wars, iconic fictional character, red-and-black facial markings, horned head and double-bladed red lightsaber, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
7231 | Clothing | Female/Streetwear/New Balance - Varsity Jacket + Pleated Mini,"New Balance varsity jacket with chenille patches, contrast sleeves, and striped ribbing, pleated mini skirt, platform sneakers, crew socks, mini backpack, recognisable branded detailing, correct sole shape, realistic fabric weight, carefully matched colours","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Streetwear,1.0,False
7232 | Action | Performance/Delivering Monologue - Exhausted,"speaking toward an audience with purposeful gesture and emotional clarity, visible fatigue in breathing and shoulders while the action remains readable","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Performance,1.0,False
7233 | Pose | Cinematic/Table Confrontation - Mid Motion,"leaning over a table with planted hands and intense eye contact, captured during believable movement with controlled balance and fabric response","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Cinematic,1.0,False
7234 | Action | Home & Craft/Wrapping A Gift - One Hand Support,"folding paper around a box, fingertips creasing the corners, ribbon laid ready, one hand stabilising the object while the other performs the detailed task","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Home & Craft,1.0,False
